path,shape_type,background_color,shape_color,num_sides
images/combined_shapes/Pentagon-Triangle_3.png,Pentagon-Triangle,black,"(0, 127, 127)",6
images/combined_shapes/Pentagon-Triangle_4.png,Pentagon-Triangle,white,"(0, 127, 0)",6
images/combined_shapes/Pentagon-Triangle_5.png,Pentagon-Triangle,black,"(127, 127, 255)",6
images/combined_shapes/Pentagon-Triangle_6.png,Pentagon-Triangle,black,"(0, 127, 255)",6
images/combined_shapes/Pentagon-Triangle_7.png,Pentagon-Triangle,white,"(0, 255, 255)",6
images/combined_shapes/Pentagon-Triangle_8.png,Pentagon-Triangle,blue,"(0, 255, 0)",6
images/combined_shapes/Pentagon-Triangle_9.png,Pentagon-Triangle,white,"(255, 0, 127)",6
images/combined_shapes/Hexagon-Triangle_0.png,Hexagon-Triangle,black,"(255, 0, 127)",6
images/combined_shapes/Hexagon-Triangle_1.png,Hexagon-Triangle,white,"(255, 127, 0)",6
images/combined_shapes/Hexagon-Triangle_2.png,Hexagon-Triangle,white,"(255, 0, 0)",6
images/combined_shapes/Hexagon-Triangle_3.png,Hexagon-Triangle,blue,"(127, 255, 127)",6
images/combined_shapes/Hexagon-Triangle_4.png,Hexagon-Triangle,red,"(0, 0, 255)",6
images/combined_shapes/Hexagon-Triangle_5.png,Hexagon-Triangle,black,"(127, 127, 255)",6
images/combined_shapes/Hexagon-Triangle_6.png,Hexagon-Triangle,white,"(127, 127, 255)",6
images/combined_shapes/Hexagon-Triangle_7.png,Hexagon-Triangle,black,"(255, 127, 0)",6
images/combined_shapes/Hexagon-Triangle_8.png,Hexagon-Triangle,black,"(0, 255, 0)",6
images/combined_shapes/Hexagon-Triangle_9.png,Hexagon-Triangle,black,"(127, 127, 255)",6
images/combined_shapes/Octagon-Triangle_0.png,Octagon-Triangle,white,"(255, 255, 0)",9
images/combined_shapes/Octagon-Triangle_1.png,Octagon-Triangle,white,"(255, 0, 127)",9
images/combined_shapes/Octagon-Triangle_2.png,Octagon-Triangle,black,"(127, 127, 255)",9
images/combined_shapes/Octagon-Triangle_3.png,Octagon-Triangle,white,"(0, 127, 127)",9
images/combined_shapes/Octagon-Triangle_4.png,Octagon-Triangle,black,"(127, 127, 255)",9
images/combined_shapes/Octagon-Triangle_5.png,Octagon-Triangle,blue,"(0, 127, 255)",9
images/combined_shapes/Octagon-Triangle_6.png,Octagon-Triangle,black,"(127, 255, 127)",9
images/combined_shapes/Octagon-Triangle_7.png,Octagon-Triangle,black,"(127, 255, 0)",9
images/combined_shapes/Octagon-Triangle_8.png,Octagon-Triangle,red,"(0, 127, 127)",9
images/combined_shapes/Octagon-Triangle_9.png,Octagon-Triangle,blue,"(127, 255, 127)",9
images/combined_shapes/Heptagon-Square_0.png,Heptagon-Square,white,"(0, 0, 255)",9
images/combined_shapes/Heptagon-Square_1.png,Heptagon-Square,red,"(0, 0, 255)",9
images/combined_shapes/Heptagon-Square_2.png,Heptagon-Square,blue,"(127, 255, 127)",9
images/combined_shapes/Heptagon-Square_3.png,Heptagon-Square,black,"(127, 0, 127)",9
images/combined_shapes/Heptagon-Square_4.png,Heptagon-Square,blue,"(127, 255, 0)",9
images/combined_shapes/Heptagon-Square_5.png,Heptagon-Square,blue,"(0, 255, 127)",9
images/combined_shapes/Heptagon-Square_6.png,Heptagon-Square,white,"(255, 255, 0)",9
images/combined_shapes/Heptagon-Square_7.png,Heptagon-Square,white,"(0, 127, 0)",9
images/combined_shapes/Heptagon-Square_8.png,Heptagon-Square,blue,"(255, 0, 255)",9
images/combined_shapes/Heptagon-Square_9.png,Heptagon-Square,blue,"(127, 255, 0)",9
images/combined_shapes/Heptagon-Triangle_0.png,Heptagon-Triangle,red,"(127, 127, 255)",8
images/combined_shapes/Heptagon-Triangle_1.png,Heptagon-Triangle,blue,"(127, 127, 0)",8
images/combined_shapes/Heptagon-Triangle_2.png,Heptagon-Triangle,white,"(127, 255, 127)",8
images/combined_shapes/Heptagon-Triangle_3.png,Heptagon-Triangle,white,"(127, 255, 0)",8
images/combined_shapes/Heptagon-Triangle_4.png,Heptagon-Triangle,blue,"(255, 0, 255)",8
images/combined_shapes/Heptagon-Triangle_5.png,Heptagon-Triangle,white,"(255, 0, 0)",8
images/combined_shapes/Heptagon-Triangle_6.png,Heptagon-Triangle,white,"(0, 255, 0)",8
images/combined_shapes/Heptagon-Triangle_7.png,Heptagon-Triangle,blue,"(0, 255, 0)",8
images/combined_shapes/Heptagon-Triangle_8.png,Heptagon-Triangle,white,"(255, 0, 0)",8
images/combined_shapes/Heptagon-Triangle_9.png,Heptagon-Triangle,red,"(0, 0, 255)",8
